epoch,step,test_loss,train_loss_epoch,val_loss
0,1,,,4.928218364715576
0,1,,4.069343566894531,
1,3,,,3.599496841430664
1,3,,4.517003536224365,
2,5,,,3.362009048461914
2,5,,3.6344985961914062,
3,7,,,3.4453444480895996
3,7,,3.4517805576324463,
4,9,,,3.4054195880889893
4,9,,3.5103530883789062,
5,11,,,3.347001552581787
5,11,,3.462944269180298,
6,13,,,3.3405985832214355
6,13,,3.425264596939087,
7,15,,,3.3446829319000244
7,15,,3.42934513092041,
8,17,,,3.342491626739502
8,17,,3.4346401691436768,
9,19,,,3.3332560062408447
9,19,,3.429475784301758,
10,21,,,3.323314666748047
10,21,,3.4166555404663086,
11,23,,,3.316195011138916
11,23,,3.4043056964874268,
12,25,,,3.309947967529297
12,25,,3.3956165313720703,
13,27,,,3.3025712966918945
13,27,,3.3881492614746094,
14,29,,,3.292531728744507
14,29,,3.3781566619873047,
15,31,,,3.2819204330444336
15,31,,3.366149663925171,
16,33,,,3.272602081298828
16,33,,3.351588726043701,
17,35,,,3.2646677494049072
17,35,,3.3390748500823975,
18,37,,,3.2607834339141846
18,37,,3.330157995223999,
19,39,,,3.259718656539917
19,39,,3.3263423442840576,
20,40,3.259718656539917,,
