epoch,step,test_acc,test_loss,train_acc_epoch,train_acc_step,train_loss_epoch,train_loss_step,val_acc,val_loss
0,49,,,,0.404296875,,2.094219207763672,,
0,87,,,,,,,0.37059998512268066,1.9186015129089355
0,87,,,0.31466665863990784,,2.1144163608551025,,,
1,99,,,,0.416015625,,1.8274736404418945,,
1,149,,,,0.541015625,,1.6558122634887695,,
1,175,,,,,,,0.5291000008583069,1.555864691734314
1,175,,,0.4974444508552551,,1.70505952835083,,,
2,199,,,,0.681640625,,1.3821237087249756,,
2,249,,,,0.736328125,,1.143323540687561,,
2,263,,,,,,,0.7113999724388123,1.1096527576446533
2,263,,,0.6917111277580261,,1.287339448928833,,,
3,299,,,,0.79296875,,0.9054049253463745,,
3,349,,,,0.8828125,,0.6584930419921875,,
3,351,,,,,,,0.762499988079071,0.8471915125846863
3,351,,,0.8062000274658203,,0.8649406433105469,,,
4,399,,,,0.908203125,,0.5518530011177063,,
4,439,,,,,,,0.8949999809265137,0.5338208675384521
4,439,,,0.8821333050727844,,0.5847890377044678,,,
5,449,,,,0.921875,,0.45686084032058716,,
5,499,,,,0.93359375,,0.4025084972381592,,
5,527,,,,,,,0.9193000197410583,0.39855092763900757
5,527,,,0.9247333407402039,,0.4167155921459198,,,
6,549,,,,0.943359375,,0.3262938857078552,,
6,599,,,,0.953125,,0.29236388206481934,,
6,615,,,,,,,0.9398000240325928,0.30303484201431274
6,615,,,0.9431777596473694,,0.31162914633750916,,,
7,649,,,,0.943359375,,0.2628359794616699,,
7,699,,,,0.962890625,,0.2272285521030426,,
7,703,,,,,,,0.8752999901771545,0.4206850230693817
7,703,,,0.9539333581924438,,0.24572448432445526,,,
8,749,,,,0.96484375,,0.19659560918807983,,
8,791,,,,,,,0.9283999800682068,0.27843666076660156
8,791,,,0.9596444368362427,,0.2026086151599884,,,
9,799,,,,0.962890625,,0.18182355165481567,,
9,849,,,,0.96484375,,0.16544219851493835,,
9,879,,,,,,,0.9509999752044678,0.2121143788099289
9,879,,,0.9640889167785645,,0.17408043146133423,,,
10,899,,,,0.97265625,,0.1456298530101776,,
10,949,,,,0.966796875,,0.15947756171226501,,
10,967,,,,,,,0.9557999968528748,0.188264399766922
10,967,,,0.9675111174583435,,0.15216174721717834,,,
11,999,,,,0.96875,,0.14906039834022522,,
11,1049,,,,0.96875,,0.14087243378162384,,
11,1055,,,,,,,0.965499997138977,0.14826600253582
11,1055,,,0.9700000286102295,,0.1364256888628006,,,
12,1099,,,,0.970703125,,0.1387450098991394,,
12,1143,,,,,,,0.9652000069618225,0.13712842762470245
12,1143,,,0.9724222421646118,,0.12352404743432999,,,
13,1149,,,,0.978515625,,0.1098828986287117,,
13,1199,,,,0.96875,,0.1313316375017166,,
13,1231,,,,,,,0.9611999988555908,0.1555846780538559
13,1231,,,0.9743777513504028,,0.11350486427545547,,,
14,1249,,,,0.986328125,,0.08715524524450302,,
14,1299,,,,0.98828125,,0.08445782959461212,,
14,1319,,,,,,,0.965499997138977,0.13767869770526886
14,1319,,,0.9761777520179749,,0.10568204522132874,,,
15,1349,,,,0.978515625,,0.10645522177219391,,
15,1399,,,,0.962890625,,0.12865018844604492,,
15,1407,,,,,,,0.9262999892234802,0.23920583724975586
15,1407,,,0.977400004863739,,0.09892319142818451,,,
16,1449,,,,0.978515625,,0.08402059972286224,,
16,1495,,,,,,,0.9688000082969666,0.12290847301483154
16,1495,,,0.9790444374084473,,0.09337597340345383,,,
17,1499,,,,0.982421875,,0.08594249188899994,,
17,1549,,,,0.990234375,,0.059293895959854126,,
17,1583,,,,,,,0.9559999704360962,0.15946358442306519
17,1583,,,0.9798666834831238,,0.08779380470514297,,,
18,1599,,,,0.98046875,,0.10126005113124847,,
18,1649,,,,0.9765625,,0.10205869376659393,,
18,1671,,,,,,,0.9713000059127808,0.11164592206478119
18,1671,,,0.9807555675506592,,0.08374819904565811,,,
19,1699,,,,0.986328125,,0.07181274890899658,,
