epoch,step,test_loss,train_loss_epoch,val_loss
0,1,,,4.316405773162842
0,1,,4.015292167663574,
1,3,,,3.434330940246582
1,3,,3.98553204536438,
2,5,,,3.3857498168945312
2,5,,3.305837869644165,
3,7,,,3.398306369781494
3,7,,3.2894821166992188,
4,9,,,3.3583621978759766
4,9,,3.28495717048645,
5,11,,,3.358734369277954
5,11,,3.2504305839538574,
6,13,,,3.368068218231201
6,13,,3.248669385910034,
7,15,,,3.365832805633545
7,15,,3.253073215484619,
8,17,,,3.3534228801727295
8,17,,3.248443365097046,
9,19,,,3.3410279750823975
9,19,,3.2384893894195557,
10,21,,,3.335313081741333
10,21,,3.2292702198028564,
11,23,,,3.332242727279663
11,23,,3.2252731323242188,
12,25,,,3.3237996101379395
12,25,,3.223378896713257,
13,27,,,3.311173915863037
13,27,,3.2171318531036377,
14,29,,,4.645373821258545
14,29,,3.2752881050109863,
15,31,,,3.314032793045044
15,31,,3.3847384452819824,
16,33,,,3.320256471633911
16,33,,3.2108161449432373,
17,35,,,3.3224880695343018
17,35,,3.2139499187469482,
18,37,,,3.323147773742676
18,37,,3.2151200771331787,
19,38,3.323147773742676,,
