method,percent_removed,seed,best_val_acc,best_val_loss,test_acc
random,0,32,0.9700000286102296,0.1172046139836311,0.9664999842643738
random,0,64,0.9613999724388124,0.1664067506790161,0.9605000019073486
random,0,128,0.9764999747276306,0.0916860625147819,0.9710000157356262
random,10,32,0.9825999736785888,0.0672134757041931,0.982699990272522
random,10,64,0.9787999987602234,0.0811969637870788,0.9801999926567078
random,10,128,0.9761000275611876,0.1016132235527038,0.9717000126838684
random,20,32,0.9776999950408936,0.0833745151758194,0.9218999743461609
random,20,64,0.9631999731063844,0.150597870349884,0.9498000144958496
random,20,128,0.9725000262260436,0.1121723353862762,0.9488999843597412
random,30,32,0.9763000011444092,0.0933130234479904,0.9761000275611877
random,30,64,0.9764999747276306,0.0935846045613288,0.977400004863739
random,30,128,0.9763000011444092,0.0995797365903854,0.9476000070571899
random,50,32,0.9544000029563904,0.2197914123535156,0.9351000189781189
random,50,64,0.9711999893188475,0.1283248960971832,0.9689000248908997
random,50,128,0.9623000025749208,0.179772138595581,0.9616000056266785
random,70,32,0.9621000289916992,0.1806783527135849,0.9650999903678894
random,70,64,0.9408000111579896,0.3098002672195434,0.9362000226974487
random,70,128,0.8748000264167786,0.7288048267364502,0.8159999847412109
random,90,32,0.7968000173568726,1.0773969888687134,0.8062000274658203
random,90,64,0.7882999777793884,1.0942364931106567,0.7979000210762024
random,90,128,0.7724999785423279,1.1056407690048218,0.7842000126838684
