epoch,step,test_loss,train_loss_epoch,val_loss
0,1,,,3.991550922393799
0,1,,3.981516122817993,
1,3,,,3.483590841293335
1,3,,3.819178581237793,
2,5,,,3.3607208728790283
2,5,,3.408525228500366,
3,7,,,3.353426218032837
3,7,,3.306313991546631,
4,9,,,3.372382402420044
4,9,,3.306802988052368,
5,11,,,3.357041120529175
5,11,,3.3175199031829834,
6,13,,,3.3439717292785645
6,13,,3.3010809421539307,
7,15,,,3.342911720275879
7,15,,3.289883613586426,
8,17,,,3.3430771827697754
8,17,,3.2894763946533203,
9,19,,,3.3400349617004395
9,19,,3.2909910678863525,
10,21,,,3.3353569507598877
10,21,,3.289888381958008,
11,23,,,3.3310956954956055
11,23,,3.2873682975769043,
12,25,,,3.3281171321868896
12,25,,3.2843704223632812,
13,27,,,3.3267135620117188
13,27,,3.2821784019470215,
14,29,,,3.3259377479553223
14,29,,3.2807772159576416,
15,31,,,3.3260397911071777
15,31,,3.2800447940826416,
16,33,,,3.3258180618286133
16,33,,3.279980182647705,
17,35,,,3.3259689807891846
17,35,,3.2793188095092773,
18,37,,,3.3259806632995605
18,37,,3.2797839641571045,
19,39,,,3.3259544372558594
19,39,,3.279431104660034,
20,40,3.3259544372558594,,
