method,percent_removed,seed,best_val_acc,best_val_loss,test_acc
intrinsic_dimensionality_twonn,0,32,0.975000023841858,0.0976104512810707,0.9672999978065491
intrinsic_dimensionality_twonn,0,64,0.9624000191688538,0.1463019996881485,0.9567000269889832
intrinsic_dimensionality_twonn,0,128,0.9796000123023988,0.0757685750722885,0.9800000190734863
intrinsic_dimensionality_twonn,10,32,0.9814000129699708,0.0687272548675537,0.9822999835014343
intrinsic_dimensionality_twonn,10,64,0.9810000061988832,0.0720811784267425,0.9829999804496765
intrinsic_dimensionality_twonn,10,128,0.9763000011444092,0.0976477935910224,0.9648000001907349
intrinsic_dimensionality_twonn,20,32,0.9624000191688538,0.1685456186532974,0.9577000141143799
intrinsic_dimensionality_twonn,20,64,0.9671000242233276,0.1258850544691085,0.961899995803833
intrinsic_dimensionality_twonn,20,128,0.9674999713897704,0.1258486807346344,0.934499979019165
intrinsic_dimensionality_twonn,30,32,0.9735999703407288,0.1009353995323181,0.9754999876022339
intrinsic_dimensionality_twonn,30,64,0.961899995803833,0.1524605900049209,0.9384999871253967
intrinsic_dimensionality_twonn,30,128,0.973900020122528,0.106036365032196,0.9746999740600586
intrinsic_dimensionality_twonn,50,32,0.9616000056266784,0.1578027456998825,0.9639000296592712
intrinsic_dimensionality_twonn,50,64,0.9605000019073486,0.1625859886407852,0.9657999873161316
intrinsic_dimensionality_twonn,50,128,0.9592999815940856,0.1701391786336898,0.9661999940872192
intrinsic_dimensionality_twonn,70,32,0.916700005531311,0.3490408062934875,0.9230999946594238
intrinsic_dimensionality_twonn,70,64,0.901799976825714,0.3654902577400207,0.910099983215332
intrinsic_dimensionality_twonn,70,128,0.8867999911308289,0.3917470574378967,0.8863000273704529
intrinsic_dimensionality_twonn,90,32,0.5052000284194946,1.4667644500732422,0.5113999843597412
intrinsic_dimensionality_twonn,90,64,0.5062000155448914,1.4636682271957395,0.5095999836921692
intrinsic_dimensionality_twonn,90,128,0.4959000051021576,1.4789923429489136,0.49720001220703125
