epoch,step,train_acc_step,train_loss_step
0,49,0.7265625,0.7983803749084473
0,99,0.90625,0.2681211233139038
0,149,0.953125,0.14542199671268463
0,199,0.953125,0.209359809756279
0,249,0.9453125,0.14746662974357605
0,299,0.9453125,0.20383599400520325
0,349,0.9609375,0.15100067853927612
