method,percent_removed,seed,best_val_acc,best_val_loss,test_acc
forgetting_events,0,32,0.9840999841690063,0.0608488693833351,0.9847999811172485
forgetting_events,0,64,0.9745000004768372,0.1027992293238639,0.972599983215332
forgetting_events,0,128,0.9725000262260436,0.1069816797971725,0.9747999906539917
forgetting_events,10,32,0.9807000160217284,0.0768736526370048,0.9829000234603882
forgetting_events,10,64,0.9771999716758728,0.0957775488495826,0.9746999740600586
forgetting_events,10,128,0.972599983215332,0.1135853305459022,0.9688000082969666
forgetting_events,20,32,0.9836000204086304,0.0663063898682594,0.9840999841690063
forgetting_events,20,64,0.9664999842643738,0.1239236667752265,0.9104999899864197
forgetting_events,20,128,0.9656999707221984,0.1717070639133453,0.9624000191688538
forgetting_events,30,32,0.9832000136375428,0.072261556982994,0.9835000038146973
forgetting_events,30,64,0.976199984550476,0.098813496530056,0.9775999784469604
forgetting_events,30,128,0.9697999954223632,0.1390683650970459,0.9606000185012817
forgetting_events,50,32,0.9782000184059144,0.1044024378061294,0.9765999913215637
forgetting_events,50,64,0.96670001745224,0.1872982382774353,0.942300021648407
forgetting_events,50,128,0.9747999906539916,0.1219437718391418,0.9567999839782715
forgetting_events,70,32,0.9728999733924866,0.1928507834672927,0.9735000133514404
forgetting_events,70,64,0.9721999764442444,0.2025770843029022,0.9751999974250793
forgetting_events,70,128,0.972000002861023,0.2076035887002945,0.970300018787384
forgetting_events,90,32,0.4291000068187713,1.8055298328399656,0.42080000042915344
forgetting_events,90,64,0.4577000141143799,1.7605199813842771,0.45170000195503235
forgetting_events,90,128,0.1195999979972839,2.3025383949279785,0.10719999670982361
