epoch,step,test_loss,train_loss_epoch,val_loss
0,4,,,3.3613224029541016
0,4,,3.8217415809631348,
1,9,,,3.3712258338928223
1,9,,3.301307201385498,
2,14,,,3.344714641571045
2,14,,3.2805843353271484,
3,19,,,3.3266146183013916
3,19,,3.278459310531616,
4,24,,,3.33084774017334
4,24,,3.382279634475708,
5,29,,,3.3287112712860107
5,29,,3.2694029808044434,
6,34,,,3.3283352851867676
6,34,,3.2662487030029297,
7,39,,,3.3279213905334473
7,39,,3.2659480571746826,
8,44,,,3.3269333839416504
8,44,,3.265359878540039,
9,45,3.3269333839416504,,
