epoch,step,test_loss,train_loss_epoch,train_loss_step,val_loss
0,18,,,,4.955212593078613
0,18,,3.490208387374878,,
1,37,,,,2.623924732208252
1,37,,2.9246904850006104,,
2,49,,,2.5734591484069824,
2,56,,,,2.538114070892334
2,56,,2.586305618286133,,
3,75,,,,2.491035223007202
3,75,,2.5166749954223633,,
4,94,,,,2.476675271987915
4,94,,2.476579427719116,,
5,99,,,2.4491357803344727,
5,113,,,,2.4683916568756104
5,113,,2.447458028793335,,
6,132,,,,2.445279121398926
6,132,,2.4265315532684326,,
7,149,,,2.380434513092041,
7,151,,,,2.4071781635284424
7,151,,2.3909833431243896,,
8,170,,,,2.3564658164978027
8,170,,2.3584470748901367,,
9,189,,,,2.2882883548736572
9,189,,2.3073832988739014,,
10,199,,,2.261219024658203,
10,208,,,,2.2045085430145264
10,208,,2.24692440032959,,
11,227,,,,2.1235573291778564
11,227,,2.1699860095977783,,
12,246,,,,2.0707833766937256
12,246,,2.0882132053375244,,
13,249,,,2.0412003993988037,
13,265,,,,2.001034736633301
13,265,,2.029477834701538,,
14,284,,,,1.9679597616195679
14,284,,1.9733926057815552,,
15,299,,,1.8929486274719238,
15,303,,,,1.918133020401001
15,303,,1.9295729398727417,,
16,322,,,,1.8887745141983032
16,322,,1.892122745513916,,
17,341,,,,1.8493708372116089
17,341,,1.855272889137268,,
18,349,,,1.8072896003723145,
18,360,,,,1.81478750705719
18,360,,1.8207286596298218,,
19,379,,,,1.7807950973510742
19,379,,1.7855807542800903,,
20,398,,,,1.7702208757400513
20,398,,1.7559304237365723,,
21,399,,,1.7482093572616577,
21,417,,,,1.7378745079040527
21,417,,1.7318655252456665,,
22,436,,,,1.7315783500671387
22,436,,1.7011176347732544,,
23,449,,,1.6948167085647583,
23,455,,,,1.7032470703125
23,455,,1.6800519227981567,,
24,474,,,,1.705282211303711
24,474,,1.6536059379577637,,
25,493,,,,1.679042935371399
25,493,,1.6335238218307495,,
26,499,,,1.6297756433486938,
26,512,,,,1.661895751953125
26,512,,1.611332654953003,,
27,531,,,,1.6612215042114258
27,531,,1.5924333333969116,,
28,549,,,1.5594768524169922,
28,550,,,,1.64109468460083
28,550,,1.5723984241485596,,
29,569,,,,1.6328186988830566
29,569,,1.552067756652832,,
30,588,,,,1.621545433998108
30,588,,1.5368053913116455,,
31,599,,,1.5081894397735596,
31,607,,,,1.619344711303711
31,607,,1.5163280963897705,,
32,626,,,,1.607896327972412
32,626,,1.4993741512298584,,
33,645,,,,1.6038787364959717
33,645,,1.4836759567260742,,
34,649,,,1.4733715057373047,
34,664,,,,1.5999842882156372
34,664,,1.4691903591156006,,
35,683,,,,1.5954980850219727
35,683,,1.4505207538604736,,
36,699,,,1.4310197830200195,
36,702,,,,1.5924155712127686
36,702,,1.428650975227356,,
37,721,,,,1.592712640762329
37,721,,1.413896083831787,,
38,740,,,,1.5933603048324585
38,740,,1.3965117931365967,,
39,749,,,1.365699291229248,
39,759,,,,1.59352445602417
39,759,,1.3813886642456055,,
40,778,,,,1.591279149055481
40,778,,1.3641551733016968,,
41,797,,,,1.5852710008621216
41,797,,1.3495421409606934,,
42,799,,,1.309727430343628,
42,816,,,,1.5932422876358032
42,816,,1.3317691087722778,,
43,835,,,,1.6008416414260864
43,835,,1.3187057971954346,,
44,849,,,1.3325140476226807,
44,854,,,,1.5973926782608032
44,854,,1.3003509044647217,,
45,873,,,,1.5970146656036377
45,873,,1.2851269245147705,,
46,892,,,,1.6037908792495728
46,892,,1.2690976858139038,,
47,899,,,1.2514525651931763,
47,911,,,,1.6124860048294067
47,911,,1.2525798082351685,,
48,930,,,,1.6098231077194214
48,930,,1.2374919652938843,,
49,949,,,1.2559725046157837,
49,949,,,,1.6162365674972534
49,949,,1.2215759754180908,,
50,968,,,,1.6409541368484497
50,968,,1.201820731163025,,
51,987,,,,1.6409494876861572
51,987,,1.1887248754501343,,
52,999,,,1.1448978185653687,
52,1006,,,,1.6400575637817383
52,1006,,1.172276258468628,,
53,1025,,,,1.6529806852340698
53,1025,,1.155368447303772,,
54,1044,,,,1.6535801887512207
54,1044,,1.1389809846878052,,
55,1049,,,1.1322875022888184,
55,1063,,,,1.6726460456848145
55,1063,,1.1207711696624756,,
56,1082,,,,1.6828941106796265
56,1082,,1.109506607055664,,
57,1083,1.6828941106796265,,,
