epoch,step,test_loss,train_loss_epoch,val_loss
0,1,,,4.548664093017578
0,1,,4.042396068572998,
1,3,,,3.49476957321167
1,3,,4.226457595825195,
2,5,,,3.3458313941955566
2,5,,3.4532482624053955,
3,7,,,3.4103410243988037
3,7,,3.3593862056732178,
4,9,,,3.3609817028045654
4,9,,3.3994905948638916,
5,11,,,3.3315541744232178
5,11,,3.35305118560791,
6,13,,,3.3357698917388916
6,13,,3.3322641849517822,
7,15,,,3.3414695262908936
7,15,,3.3375983238220215,
8,17,,,3.3373100757598877
8,17,,3.3413267135620117,
9,19,,,3.3269875049591064
9,19,,3.3365793228149414,
10,21,,,3.318425178527832
10,21,,3.3271079063415527,
11,23,,,3.314422369003296
11,23,,3.3192787170410156,
12,25,,,3.31280255317688
12,25,,3.3156235218048096,
13,27,,,3.311321496963501
13,27,,3.314164876937866,
14,29,,,3.309457778930664
14,29,,3.312692880630493,
15,31,,,3.3075613975524902
15,31,,3.310793161392212,
16,33,,,3.305851459503174
16,33,,3.308595895767212,
17,35,,,3.304633378982544
17,35,,3.307856321334839,
18,37,,,3.3039820194244385
18,37,,3.3067972660064697,
19,39,,,3.303804636001587
19,39,,3.3063817024230957,
20,40,3.303804636001587,,
