method,percent_removed,val_acc_mean,val_acc_std,val_loss_mean,val_loss_std,test_acc_mean,test_acc_std,n_seeds,retention
corr_integral,0,0.8513333400090536,0.012038414543222372,0.4907069305578868,0.011870195233326991,0.8438000082969666,0.010305830181842349,3,1.0
corr_integral,10,0.8391000032424927,0.005682412751000831,0.5378367106119791,0.031248909248771044,0.8294333418210348,0.005350063814137407,3,0.9
corr_integral,20,0.8301666577657064,0.0076166816314124745,0.5789774656295776,0.054607979605176715,0.8179999987284342,0.004246173282502653,3,0.8
corr_integral,30,0.8135333259900411,0.0023459354970759407,0.620638370513916,0.017861740243921898,0.8038000067075094,0.0007810324651780931,3,0.7
corr_integral,50,0.7520999908447266,0.00655058670185779,0.7883570988972982,0.021956362863090384,0.7435333331425985,0.014144013313606173,3,0.5
corr_integral,70,0.6698333422342936,0.015967884357080225,1.1058866182963054,0.05563556822786464,0.654366672039032,0.02023299159035673,3,0.30000000000000004
corr_integral,90,0.46513333916664124,0.02850725095031891,1.9348538716634114,0.24600294804571712,0.4592333336671193,0.027425786778779774,3,0.09999999999999998
effective_rank,0,0.8538333177566528,0.00629627990613577,0.5210880438486735,0.022541765529348525,0.8432666858037313,0.007669625428973154,3,1.0
effective_rank,10,0.8387999931971232,0.014922778254965297,0.5605944593747457,0.023689860373231102,0.8290666540463766,0.015443220486863491,3,0.9
effective_rank,20,0.8272666732470194,0.0038656800970221835,0.5487812757492065,0.00664422064623239,0.8184000054995219,0.007964297113083477,3,0.8
effective_rank,30,0.7985666592915853,0.01714653439970275,0.6337798635164896,0.034726098572305276,0.7913333376248678,0.018220936538689187,3,0.7
effective_rank,50,0.7592000166575114,0.007615115325616696,0.7666215101877848,0.021422917314677853,0.7433666586875916,0.012170578732180876,3,0.5
effective_rank,70,0.6686999996503195,0.006814692542347202,1.1263680458068848,0.09874950132596175,0.6527666648228964,0.0036115579373581373,3,0.30000000000000004
effective_rank,90,0.4719333251317342,0.015877445733113914,1.7433013916015625,0.18931617799762787,0.4599333306153615,0.013591302131924488,3,0.09999999999999998
forgetting_events,0,0.8510333299636841,0.003153290946983598,0.4939572711785634,0.0006735598760689747,0.8417999744415283,0.0015716243688215653,3,1.0
forgetting_events,10,0.8484333356221517,0.005632335600851375,0.5274025996526083,0.02694145424562399,0.8423666755358378,0.006917607134879008,3,0.9
forgetting_events,20,0.8455333511034647,0.0014843616301174931,0.5056178967157999,0.0032533886344364256,0.8365999857584635,0.003928085767644789,3,0.8
forgetting_events,30,0.8329333265622457,0.00484185335238711,0.5370506644248962,0.021961558217522426,0.8226000070571899,0.007937253122193977,3,0.7
forgetting_events,50,0.7275999983151754,0.02766098178312134,0.7779501080513,0.0730583268983656,0.7216333349545797,0.029394272685185924,3,0.5
forgetting_events,70,0.4181333283583322,0.020832021232587702,1.3754090070724487,0.0648720807316311,0.39803333083788556,0.0083918601910325,3,0.30000000000000004
forgetting_events,90,0.2768000066280365,0.01845779422367467,1.879672368367513,0.10354907623138351,0.2584333270788193,0.019616403929652523,3,0.09999999999999998
intrinsic_dimensionality_twonn,0,0.8471999963124593,0.004203581868725148,0.5237095355987549,0.021197982413011504,0.8372666637102762,0.00874604779895783,3,1.0
intrinsic_dimensionality_twonn,10,0.8446000019709269,0.00788477872285555,0.5365095138549805,0.023306227652893863,0.8346666693687439,0.010091719510304853,3,0.9
intrinsic_dimensionality_twonn,20,0.8306333223978678,0.002779087187594194,0.5384765267372131,0.00746925103615772,0.8240000009536743,0.003300011157989502,3,0.8
intrinsic_dimensionality_twonn,30,0.8130000034968058,0.007088716258650064,0.6267676949501038,0.02349203065955612,0.8097999890645345,0.00720279490083408,3,0.7
intrinsic_dimensionality_twonn,50,0.7559666633605957,0.006066580270150451,0.7924801309903463,0.04596492559351476,0.7427666584650675,0.004637177227692441,3,0.5
intrinsic_dimensionality_twonn,70,0.6267333428064982,0.016809597885788615,1.222306251525879,0.05282350270411397,0.5910333196322123,0.005875643780940395,3,0.30000000000000004
intrinsic_dimensionality_twonn,90,0.3318000038464864,0.013570930421386868,2.7431515057881675,0.12797096410674316,0.3249999980131785,0.00665056465949731,3,0.09999999999999998
random,0,0.8551333347956339,0.0023860702788329547,0.5062042673428854,0.028273640118797908,0.8450000087420145,0.005957344442988216,3,1.0
random,10,0.8369666735331217,0.005330410308125489,0.5370862285296122,0.018815446456289603,0.8283000191052755,0.005367488730698258,3,0.9
random,20,0.8365666667620341,0.007900864104433702,0.5476460655530294,0.015992908696565583,0.8239666819572449,0.008808146323437955,3,0.8
random,30,0.823033332824707,0.006559224190450613,0.5967026551564535,0.021005462834671328,0.8089333375295004,0.01060674176416108,3,0.7
random,50,0.8000666499137878,0.001950209236375048,0.6760165890057882,0.0038416188338211135,0.7944333354632059,0.003879869327955993,3,0.5
random,70,0.737933337688446,0.011312083802014365,0.8865177234013876,0.04271631995960025,0.7240333358446757,0.011761951536316954,3,0.30000000000000004
random,90,0.5759666760762533,0.011575974694037226,1.3977889219919841,0.03417528508881747,0.5644333362579346,0.021489834116147497,3,0.09999999999999998
