epoch,step,test_loss,train_loss_epoch,val_loss
0,1,,,4.040546894073486
0,1,,4.016483306884766,
1,3,,,3.4966883659362793
1,3,,3.9284262657165527,
2,5,,,3.363342761993408
2,5,,3.5143258571624756,
3,7,,,3.3498916625976562
3,7,,3.4013783931732178,
4,9,,,3.376859426498413
4,9,,3.3932859897613525,
5,11,,,3.364197254180908
5,11,,3.409048318862915,
6,13,,,3.343824625015259
6,13,,3.3942387104034424,
7,15,,,3.336796760559082
7,15,,3.3792102336883545,
8,17,,,3.3374366760253906
8,17,,3.376880645751953,
9,19,,,3.3382675647735596
9,19,,3.3791584968566895,
10,21,,,3.33821964263916
10,21,,3.380012273788452,
11,23,,,3.3366875648498535
11,23,,3.3785507678985596,
12,25,,,3.335707187652588
12,25,,3.37601900100708,
13,27,,,3.3346986770629883
13,27,,3.373410940170288,
14,29,,,3.3340322971343994
14,29,,3.3714749813079834,
15,31,,,3.3338382244110107
15,31,,3.370760917663574,
16,33,,,3.333487033843994
16,33,,3.370453119277954,
17,35,,,3.3334667682647705
17,35,,3.3703014850616455,
18,37,,,3.333312749862671
18,37,,3.3702292442321777,
19,39,,,3.333300828933716
19,39,,3.370401382446289,
20,40,3.333300828933716,,
