epoch,step,test_loss,train_loss_epoch,val_loss
0,1,,,4.732800483703613
0,1,,3.9799704551696777,
1,3,,,3.4861807823181152
1,3,,4.2823638916015625,
2,5,,,3.3466012477874756
2,5,,3.456941843032837,
3,7,,,3.3635599613189697
3,7,,3.3495538234710693,
4,9,,,3.3790323734283447
4,9,,3.3687684535980225,
5,11,,,3.346224308013916
5,11,,3.3718042373657227,
6,13,,,3.328481674194336
6,13,,3.341097593307495,
7,15,,,3.331123113632202
7,15,,3.328305721282959,
8,17,,,3.335623025894165
8,17,,3.331904411315918,
9,19,,,3.3349170684814453
9,19,,3.3362762928009033,
10,21,,,3.3297524452209473
10,21,,3.3349173069000244,
11,23,,,3.324206590652466
11,23,,3.3298611640930176,
12,25,,,3.3203816413879395
12,25,,3.324810743331909,
13,27,,,3.318148136138916
13,27,,3.321401357650757,
14,29,,,3.3166818618774414
14,29,,3.3198623657226562,
15,31,,,3.315077543258667
15,31,,3.3183281421661377,
16,33,,,3.3471434116363525
16,33,,3.3175857067108154,
17,35,,,3.3298182487487793
17,35,,3.316131830215454,
18,37,,,3.315431833267212
18,37,,3.315302848815918,
19,39,,,3.3147144317626953
19,39,,3.3155357837677,
20,40,3.3147144317626953,,
