epoch,step,test_loss,train_loss_epoch,val_loss
0,1,,,4.535712718963623
0,1,,3.9761428833007812,
1,3,,,3.444068193435669
1,3,,4.142795085906982,
2,5,,,3.342681407928467
2,5,,3.40524959564209,
3,7,,,3.373056411743164
3,7,,3.332120895385742,
4,9,,,3.369786024093628
4,9,,3.3578290939331055,
5,11,,,3.338315010070801
5,11,,3.3465936183929443,
6,13,,,3.3293161392211914
6,13,,3.3198082447052,
7,15,,,3.333317518234253
7,15,,3.314755439758301,
8,17,,,3.3347251415252686
8,17,,3.3194243907928467,
9,19,,,3.330615282058716
9,19,,3.3206052780151367,
10,21,,,3.3238682746887207
10,21,,3.3163182735443115,
11,23,,,3.318560838699341
11,23,,3.3103926181793213,
12,25,,,3.314561128616333
12,25,,3.3053057193756104,
13,27,,,3.314711332321167
13,27,,3.3079733848571777,
14,29,,,3.3157331943511963
14,29,,3.301569938659668,
15,31,,,3.316354513168335
15,31,,3.3030190467834473,
16,33,,,3.316375970840454
16,33,,3.303175449371338,
17,35,,,3.316157579421997
17,35,,3.303677797317505,
18,36,3.316157579421997,,
