method,percent_removed,seed,best_val_acc,best_val_loss,test_acc
corr_integral,0,32,,2.778791666030884,
corr_integral,0,64,,2.638542413711548,
corr_integral,0,128,,2.4718737602233887,
corr_integral,10,32,,3.022344827651977,
corr_integral,10,64,,2.5103185176849365,
corr_integral,10,128,,2.463819742202759,
corr_integral,20,32,,3.2916369438171387,
corr_integral,20,64,,2.6833364963531494,
corr_integral,20,128,,2.512137651443481,
corr_integral,30,32,,3.3178610801696777,
corr_integral,30,64,,3.31906533241272,
corr_integral,30,128,,2.5712573528289795,
corr_integral,50,32,,2.9716598987579346,
corr_integral,50,64,,2.7716493606567383,
corr_integral,50,128,,2.6287331581115723,
corr_integral,70,32,,3.3242154121398926,
corr_integral,70,64,,3.3241355419158936,
corr_integral,70,128,,3.111300468444824,
corr_integral,90,32,,3.3406689167022705,
corr_integral,90,64,,3.2331368923187256,
corr_integral,90,128,,3.148099422454834,
