epoch,step,test_loss,train_loss_epoch,val_loss
0,1,,,4.010519027709961
0,1,,4.017160892486572,
1,3,,,3.5150158405303955
1,3,,3.8958377838134766,
2,5,,,3.3672170639038086
2,5,,3.533210515975952,
3,7,,,3.338999032974243
3,7,,3.421560287475586,
4,9,,,3.3600876331329346
4,9,,3.414856195449829,
5,11,,,3.3476479053497314
5,11,,3.431356906890869,
6,13,,,3.333404064178467
6,13,,3.4149203300476074,
7,15,,,3.3336288928985596
7,15,,3.401113748550415,
8,17,,,3.3387770652770996
8,17,,3.3989498615264893,
9,19,,,3.3414804935455322
9,19,,3.401850461959839,
10,21,,,3.340486764907837
10,21,,3.4020471572875977,
11,23,,,3.337135076522827
11,23,,3.4005916118621826,
12,24,3.337135076522827,,
