method,percent_removed,seed,best_val_acc,best_val_loss,test_acc
effective_rank,0,32,0.8446999788284302,0.5066826343536377,0.839900016784668
effective_rank,0,64,0.8474000096321106,0.5039138197898865,0.8342000246047974
effective_rank,0,128,0.8580999970436096,0.50869220495224,0.8522999882698059
effective_rank,10,32,0.8410000205039978,0.5340567231178284,0.8300999999046326
effective_rank,10,64,0.8406000137329102,0.5334669351577759,0.829200029373169
effective_rank,10,128,0.8388000130653381,0.5432060360908508,0.8260999917984009
effective_rank,20,32,0.8284000158309937,0.6083678007125854,0.8216999769210815
effective_rank,20,64,0.83160001039505,0.5556327104568481,0.8199999928474426
effective_rank,20,128,0.8292999863624573,0.5407967567443848,0.8217999935150146
effective_rank,30,32,0.8105999827384949,0.6187406778335571,0.8011000156402588
effective_rank,30,64,0.8152999877929688,0.591557502746582,0.8027999997138977
effective_rank,30,128,0.8118000030517578,0.6187189221382141,0.8001999855041504
effective_rank,50,32,0.7702000141143799,0.7487989068031311,0.7695000171661377
effective_rank,50,64,0.7688000202178955,0.7964435815811157,0.7688000202178955
effective_rank,50,128,0.7609000205993652,0.7952702641487122,0.7615000009536743
effective_rank,70,32,0.6643000245094299,1.054497241973877,0.6520000100135803
effective_rank,70,64,0.6545000076293945,1.148597002029419,0.6539000272750854
effective_rank,70,128,0.6523000001907349,1.077819585800171,0.6381999850273132
effective_rank,90,32,0.359499990940094,2.3731346130371094,0.3382999897003174
effective_rank,90,64,0.3436000049114227,2.3604884147644043,0.3395000100135803
effective_rank,90,128,0.3427000045776367,2.2761998176574707,0.3244999945163727
