epoch,step,test_loss,train_loss_epoch,val_loss
0,1,,,4.014804363250732
0,1,,4.025345802307129,
1,3,,,3.4888365268707275
1,3,,3.9163360595703125,
2,5,,,3.364746332168579
2,5,,3.4947259426116943,
3,7,,,3.354374885559082
3,7,,3.379636287689209,
4,9,,,3.380573034286499
4,9,,3.3704564571380615,
5,11,,,3.3656787872314453
5,11,,3.386686086654663,
6,13,,,3.3419346809387207
6,13,,3.3720686435699463,
7,15,,,3.3337221145629883
7,15,,3.356349229812622,
8,17,,,3.335813522338867
8,17,,3.3529529571533203,
9,19,,,3.3387463092803955
9,19,,3.3557868003845215,
10,21,,,3.3401076793670654
10,21,,3.356781244277954,
11,23,,,3.339359760284424
11,23,,3.3552863597869873,
12,25,,,3.3375728130340576
12,25,,3.352857828140259,
13,26,3.3375728130340576,,
