epoch,step,test_loss,train_loss_epoch,val_loss
0,1,,,4.719100475311279
0,1,,4.069929122924805,
1,3,,,3.533555030822754
1,3,,4.373198509216309,
2,5,,,3.346940755844116
2,5,,3.5829741954803467,
3,7,,,3.4304087162017822
3,7,,3.457324743270874,
4,9,,,3.377328395843506
4,9,,3.506538152694702,
5,11,,,3.3428163528442383
5,11,,3.4547877311706543,
6,13,,,3.3406949043273926
6,13,,3.4325709342956543,
7,15,,,3.3423070907592773
7,15,,3.4363269805908203,
8,17,,,3.337921619415283
8,17,,3.4410064220428467,
9,19,,,3.328974962234497
9,19,,3.4372682571411133,
10,21,,,3.3211910724639893
10,21,,3.4278717041015625,
11,23,,,3.317312717437744
11,23,,3.419351100921631,
12,25,,,3.3158998489379883
12,25,,3.4144105911254883,
13,27,,,3.314781665802002
13,27,,3.411857843399048,
14,29,,,3.3129329681396484
14,29,,3.4101338386535645,
15,31,,,3.3104770183563232
15,31,,3.4080870151519775,
16,33,,,3.308027744293213
16,33,,3.4057953357696533,
17,35,,,3.306135416030884
17,35,,3.4035239219665527,
18,37,,,3.305077314376831
18,37,,3.402007818222046,
19,39,,,3.3047690391540527
19,39,,3.401115655899048,
20,40,3.3047690391540527,,
