method,percent_removed,seed,best_val_acc,best_val_loss,test_acc
effective_rank,0,32,,1.288322925567627,
effective_rank,0,64,,1.2883713245391846,
effective_rank,0,128,,1.289718508720398,
effective_rank,10,32,,1.3095147609710691,
effective_rank,10,64,,1.3072112798690796,
effective_rank,10,128,,1.304680347442627,
effective_rank,20,32,,1.3292250633239746,
effective_rank,20,64,,1.328101396560669,
effective_rank,20,128,,1.3296477794647217,
effective_rank,30,32,,1.357194185256958,
effective_rank,30,64,,1.356942057609558,
effective_rank,30,128,,1.3533291816711426,
effective_rank,50,32,,1.4399102926254272,
effective_rank,50,64,,1.4426449537277222,
effective_rank,50,128,,1.4361006021499634,
effective_rank,70,32,,1.6199206113815308,
effective_rank,70,64,,1.6140724420547483,
effective_rank,70,128,,1.602290153503418,
effective_rank,90,32,,2.573060274124145,
effective_rank,90,64,,2.3740360736846924,
effective_rank,90,128,,2.572624921798706,
