epoch,step,test_loss,train_loss_epoch,val_loss
0,1,,,4.864983558654785
0,1,,4.059451103210449,
1,3,,,3.5401031970977783
1,3,,4.422832012176514,
2,5,,,3.3532602787017822
2,5,,3.6005849838256836,
3,7,,,3.440171003341675
3,7,,3.479464292526245,
4,9,,,3.3909060955047607
4,9,,3.5112721920013428,
5,11,,,3.3592326641082764
5,11,,3.463773012161255,
6,13,,,3.3429934978485107
6,13,,3.4452788829803467,
7,15,,,3.3302559852600098
7,15,,3.440664529800415,
8,17,,,3.3148818016052246
8,17,,3.433699607849121,
9,19,,,3.2942986488342285
9,19,,3.4171907901763916,
10,21,,,3.2601566314697266
10,21,,3.385789632797241,
11,23,,,3.233943223953247
11,23,,3.332580089569092,
12,25,,,3.211702585220337
12,25,,3.2870912551879883,
13,27,,,3.1956725120544434
13,27,,3.2563095092773438,
14,29,,,3.178860902786255
14,29,,3.2320306301116943,
15,31,,,3.1628828048706055
15,31,,3.2114861011505127,
16,33,,,3.1546471118927
16,33,,3.1986629962921143,
17,35,,,3.150209426879883
17,35,,3.193103075027466,
18,37,,,3.14850115776062
18,37,,3.1878459453582764,
19,39,,,3.148099422454834
19,39,,3.1845433712005615,
20,40,3.148099422454834,,
