method,percent_removed,seed,best_val_acc,best_val_loss,test_acc
forgetting_events,0,32,0.8525999784469604,0.5794947743415833,0.8381999731063843
forgetting_events,0,64,0.8496000170707703,0.4928533732891083,0.8335999846458435
forgetting_events,0,128,0.8496999740600586,0.5676532983779907,0.8432000279426575
forgetting_events,10,32,0.8366000056266785,0.6149809956550598,0.8306000232696533
forgetting_events,10,64,0.8398000001907349,0.5892432332038879,0.8356999754905701
forgetting_events,10,128,0.8428999781608582,0.5810325145721436,0.8237000107765198
forgetting_events,20,32,0.8296999931335449,0.8308671712875366,0.8195000290870667
forgetting_events,20,64,0.8310999870300293,0.7256832718849182,0.8237000107765198
forgetting_events,20,128,0.830299973487854,0.7151254415512085,0.8210999965667725
forgetting_events,30,32,0.8144000172615051,0.9571489095687866,0.8091999888420105
forgetting_events,30,64,0.8181999921798706,0.9655966758728028,0.8084999918937683
forgetting_events,30,128,0.8057000041007996,0.8360751867294312,0.801800012588501
forgetting_events,50,32,0.765500009059906,1.2385793924331665,0.7605999708175659
forgetting_events,50,64,0.7688999772071838,1.231512188911438,0.7616000175476074
forgetting_events,50,128,0.7573999762535095,1.2694693803787231,0.7544000148773193
forgetting_events,70,32,0.6966999769210815,2.016200304031372,0.6919999718666077
forgetting_events,70,64,0.6929000020027161,1.8818203210830688,0.6937999725341797
forgetting_events,70,128,0.6895999908447266,1.8498929738998413,0.6875
forgetting_events,90,32,0.5224999785423279,3.129481315612793,0.5263000130653381
forgetting_events,90,64,0.5320000052452087,3.201666116714477,0.5324000120162964
forgetting_events,90,128,0.5127999782562256,3.431946992874145,0.517300009727478
