epoch,step,test_loss,train_loss_epoch,val_loss
0,1,,,4.934040546417236
0,1,,3.9851293563842773,
1,3,,,3.5011050701141357
1,3,,4.421422958374023,
2,5,,,3.3491597175598145
2,5,,3.496367931365967,
3,7,,,3.36594295501709
3,7,,3.3739969730377197,
4,9,,,3.3856258392333984
4,9,,3.3915958404541016,
5,11,,,3.3523523807525635
5,11,,3.3966405391693115,
6,13,,,3.331270217895508
6,13,,3.3662362098693848,
7,15,,,3.330495595932007
7,15,,3.3516149520874023,
8,17,,,3.334333658218384
8,17,,3.354116201400757,
9,19,,,3.3343586921691895
9,19,,3.3577892780303955,
10,21,,,3.3302462100982666
10,21,,3.357879877090454,
11,23,,,3.325279951095581
11,23,,3.353681802749634,
12,25,,,3.321772336959839
12,25,,3.348487615585327,
13,27,,,3.319936752319336
13,27,,3.3448574542999268,
14,29,,,3.3189854621887207
14,29,,3.3436079025268555,
15,31,,,3.3181846141815186
15,31,,3.3422369956970215,
16,33,,,3.31745982170105
16,33,,3.3413004875183105,
17,35,,,3.317265748977661
17,35,,3.3406217098236084,
18,37,,,3.3169302940368652
18,37,,3.3403139114379883,
19,39,,,3.316826820373535
19,39,,3.3395283222198486,
20,40,3.316826820373535,,
