epoch,step,test_loss,train_loss_epoch,val_loss
0,1,,,4.392416000366211
0,1,,4.036435127258301,
1,3,,,3.450388193130493
1,3,,4.045656681060791,
2,5,,,3.3620121479034424
2,5,,3.415311336517334,
3,7,,,3.377859354019165
3,7,,3.3851640224456787,
4,9,,,3.3395020961761475
4,9,,3.3876566886901855,
5,11,,,3.3396170139312744
5,11,,3.3529224395751953,
6,13,,,3.349871873855591
6,13,,3.3498828411102295,
7,15,,,3.3500988483428955
7,15,,3.354433536529541,
8,17,,,3.340169906616211
8,17,,3.3523311614990234,
9,19,,,3.3298745155334473
9,19,,3.3445885181427,
10,21,,,3.323896884918213
10,21,,3.3380911350250244,
11,23,,,3.320082426071167
11,23,,3.3349974155426025,
12,25,,,3.317624092102051
12,25,,3.333125114440918,
13,27,,,3.316232681274414
13,27,,3.331109046936035,
14,29,,,3.314854145050049
14,29,,3.3295462131500244,
15,31,,,3.313230514526367
15,31,,3.327923059463501,
16,33,,,3.3117074966430664
16,33,,3.3262877464294434,
17,35,,,3.3105547428131104
17,35,,3.3248136043548584,
18,37,,,3.3099606037139893
18,37,,3.323758363723755,
19,39,,,3.309798240661621
19,39,,3.3234386444091797,
20,40,3.309798240661621,,
