epoch,step,test_loss,train_loss_epoch,val_loss
0,1,,,3.991177558898926
0,1,,3.982576608657837,
1,3,,,3.478492498397827
1,3,,3.8274974822998047,
2,5,,,3.3619227409362793
2,5,,3.3936402797698975,
3,7,,,3.362558364868164
3,7,,3.282416343688965,
4,9,,,3.387403964996338
4,9,,3.281374216079712,
5,11,,,3.3700990676879883
5,11,,3.2948031425476074,
6,13,,,3.351179361343384
6,13,,3.2772812843322754,
7,15,,,3.346194267272949
7,15,,3.2643232345581055,
8,17,,,3.345313310623169
8,17,,3.2639615535736084,
9,19,,,3.342528820037842
9,19,,3.2661468982696533,
10,21,,,3.3386929035186768
10,21,,3.2653496265411377,
11,23,,,3.3348195552825928
11,23,,3.263227939605713,
12,25,,,3.331897258758545
12,25,,3.2595534324645996,
13,27,,,3.330671548843384
13,27,,3.257166624069214,
14,29,,,3.330394744873047
14,29,,3.255789041519165,
15,31,,,3.3304550647735596
15,31,,3.255525827407837,
16,33,,,3.3304331302642822
16,33,,3.2547192573547363,
17,35,,,3.330501079559326
17,35,,3.254821538925171,
18,37,,,3.3304603099823
18,37,,3.2547738552093506,
19,39,,,3.330437660217285
19,39,,3.255291700363159,
20,40,3.330437660217285,,
