method,percent_removed,seed,best_val_acc,best_val_loss,test_acc
corr_integral,0,32,,1.2911149263381958,
corr_integral,0,64,,1.2930235862731934,
corr_integral,0,128,,1.2862919569015503,
corr_integral,10,32,,1.3060895204544067,
corr_integral,10,64,,1.3020741939544678,
corr_integral,10,128,,1.3053297996520996,
corr_integral,20,32,,1.3269648551940918,
corr_integral,20,64,,1.32600998878479,
corr_integral,20,128,,1.3279691934585571,
corr_integral,30,32,,1.359852910041809,
corr_integral,30,64,,1.3534932136535645,
corr_integral,30,128,,1.3548108339309692,
corr_integral,50,32,,1.4337904453277588,
corr_integral,50,64,,1.4253840446472168,
corr_integral,50,128,,1.4331897497177124,
corr_integral,70,32,,1.5905791521072388,
corr_integral,70,64,,1.5911792516708374,
corr_integral,70,128,,1.596941590309143,
corr_integral,90,32,,2.2344558238983154,
corr_integral,90,64,,2.240379571914673,
corr_integral,90,128,,2.204557180404663,
