epoch,step,test_loss,train_loss_epoch,val_loss
0,1,,,4.624023914337158
0,1,,4.049579620361328,
1,3,,,3.5284628868103027
1,3,,4.311651706695557,
2,5,,,3.344754695892334
2,5,,3.526592969894409,
3,7,,,3.4156556129455566
3,7,,3.400552749633789,
4,9,,,3.386794090270996
4,9,,3.450437068939209,
5,11,,,3.344367027282715
5,11,,3.4120616912841797,
6,13,,,3.3405542373657227
6,13,,3.380112886428833,
7,15,,,3.3471477031707764
7,15,,3.380882740020752,
8,17,,,3.348390817642212
8,17,,3.3877367973327637,
9,19,,,3.3422012329101562
9,19,,3.3873913288116455,
10,21,,,3.3342347145080566
10,21,,3.3799540996551514,
11,23,,,3.3293259143829346
11,23,,3.371971368789673,
12,25,,,3.3272006511688232
12,25,,3.367058277130127,
13,27,,,3.3262548446655273
13,27,,3.365302085876465,
14,29,,,3.325289249420166
14,29,,3.3640973567962646,
15,31,,,3.32403826713562
15,31,,3.3637051582336426,
16,33,,,3.322822332382202
16,33,,3.3626580238342285,
17,35,,,3.3219404220581055
17,35,,3.3614165782928467,
18,37,,,3.321464776992798
18,37,,3.3608741760253906,
19,39,,,3.321335792541504
19,39,,3.3604896068573,
20,40,3.321335792541504,,
