method,percent_removed,val_acc_mean,val_acc_std,val_loss_mean,val_loss_std,test_acc_mean,test_acc_std,n_seeds,retention
corr_integral,0,0.8476333220799764,0.004135601299966639,0.4881892800331116,0.0201933913195246,0.8376999894777933,0.01066583278577189,3,1.0
corr_integral,10,0.8457666635513306,0.002400709533499719,0.5342351198196411,0.04263613874944347,0.8358999888102213,0.007044849256507737,3,0.9
corr_integral,20,0.8320333361625671,0.0019424907584955759,0.5531155467033386,0.008885448610775464,0.8202000061670939,0.003642802652840206,3,0.8
corr_integral,30,0.8097666700681051,0.012903224723144858,0.6631829738616943,0.050507467553400874,0.798799991607666,0.011914703393533944,3,0.7
corr_integral,50,0.7610666553179423,0.012605671827424633,0.7727550268173218,0.004305604130096287,0.7554000020027161,0.011951172210967299,3,0.5
corr_integral,70,0.6800666650136312,0.00025167527726247934,1.0637980699539185,0.04940483578442766,0.6720666686693827,0.004225296571469309,3,0.30000000000000004
corr_integral,90,0.4163333276907603,0.0050023357476554065,2.2485879262288413,0.0897337915615321,0.4121333360671997,0.01052727268974439,3,0.09999999999999998
effective_rank,0,0.8500666618347168,0.00708684679663908,0.5064295530319214,0.0023992246261034657,0.8421333432197571,0.0092543493230431,3,1.0
effective_rank,10,0.8401333491007487,0.0011718959389477477,0.5369098981221517,0.00546058398434881,0.8284666736920675,0.0020984218185895647,3,0.9
effective_rank,20,0.8297666708628336,0.0016502536531292015,0.5682657559712728,0.03551277058982123,0.8211666544278463,0.001011595404377623,3,0.8
effective_rank,30,0.8125666578610738,0.0024419933610690943,0.6096723675727844,0.015687936896904526,0.8013666669527689,0.0013203581576865817,3,0.7
effective_rank,50,0.7666333516438802,0.005014310458781736,0.7801709175109863,0.027175291357033005,0.7666000127792358,0.004430585672068382,3,0.5
effective_rank,70,0.6570333441098531,0.00638854374679669,1.0936379432678223,0.04900363798085246,0.648033340771993,0.008568761888369554,3,0.30000000000000004
effective_rank,90,0.34860000014305115,0.009450388864058346,2.3366076151529946,0.05269542751874512,0.3340999980767568,0.008335470200150772,3,0.09999999999999998
forgetting_events,0,0.8506333231925964,0.0017039065458718926,0.5466671486695608,0.046978686164817644,0.8383333285649618,0.0048014107909993345,3,1.0
forgetting_events,10,0.8397666613260905,0.0031501185839229173,0.5950855811436971,0.01771227297798409,0.8300000031789144,0.0060224418939978965,3,0.9
forgetting_events,20,0.8303666512171427,0.0007023746630080704,0.7572252949078878,0.06399383886653046,0.8214333454767863,0.002119741179906389,3,0.8
forgetting_events,30,0.8127666711807251,0.006408064454960575,0.9196069240570068,0.07246381541572416,0.8064999977747599,0.004085326730529293,3,0.7
forgetting_events,50,0.7639333208401998,0.005907909060484293,1.2465203205744426,0.020186154929300364,0.7588666677474976,0.003900418472750096,3,0.5
forgetting_events,70,0.6930666565895081,0.0035529256795748987,1.9159711996714275,0.08825669320304891,0.6910999814669291,0.0032449808200495844,3,0.30000000000000004
forgetting_events,90,0.522433320681254,0.009600187057930294,3.254364808400472,0.15796909684920568,0.5253333449363708,0.007596272292002885,3,0.09999999999999998
intrinsic_dimensionality_twonn,0,0.8502666552861532,0.004125928116639548,0.5074202915032705,0.025977404080500817,0.8407000104586283,0.006165232499439187,3,1.0
intrinsic_dimensionality_twonn,10,0.8416999777158102,0.0014000066689104232,0.5356646378835043,0.032385979280602065,0.8313666780789694,0.004899319177179223,3,0.9
intrinsic_dimensionality_twonn,20,0.8179666598637899,0.005200337947424006,0.6163802941640218,0.015659818284867774,0.8080666661262512,0.0015502575497170555,3,0.8
intrinsic_dimensionality_twonn,30,0.7995000084241232,0.005139050700380273,0.6905846198399862,0.044650465183460594,0.7864999969800314,0.005271624598913899,3,0.7
intrinsic_dimensionality_twonn,50,0.7116666634877523,0.015284763258735585,0.95229572057724,0.033432576432445654,0.7014333407084147,0.014468688033377631,3,0.5
intrinsic_dimensionality_twonn,70,0.6263999938964844,0.0040779947860991265,1.353858192761739,0.12012983462311114,0.6125666697820028,0.008979076831407898,3,0.30000000000000004
intrinsic_dimensionality_twonn,90,0.43763333559036255,0.015859477334334033,2.69073494275411,0.3287990135315282,0.4346666634082794,0.01655063378474092,3,0.09999999999999998
random,0,0.8515666921933492,0.0070436720727843705,0.4933565358320872,0.014076114056057406,0.8438666661580404,0.00542615526004396,3,1.0
random,10,0.842033326625824,0.00015274535423246812,0.5119844476381937,0.011526725405518693,0.8329000075658163,0.0034597459424549003,3,0.9
random,20,0.8357666532198588,0.0013868581760286263,0.557656983534495,0.009578346761084428,0.8221000035603842,0.0032046820571961752,3,0.8
random,30,0.8225333293279012,0.0034703579687628406,0.5850197672843933,0.02550360264822672,0.8124333421389262,0.004785736440437003,3,0.7
random,50,0.7860333323478699,0.003511867657330757,0.7096191843350729,0.028658254816104598,0.7789666652679443,0.002318032966003152,3,0.5
random,70,0.7375666697820028,0.007250038723735625,0.8509054978688558,0.015034781451468419,0.7204000155131022,0.00276224097338796,3,0.30000000000000004
random,90,0.5634000102678934,0.0077659544195541694,1.487276315689087,0.08378362188854127,0.5517333149909973,0.008108219998335279,3,0.09999999999999998
