epoch,step,test_loss,train_loss_epoch,train_loss_step,val_loss
0,30,,,,2.616072177886963
0,30,,3.3122141361236572,,
1,49,,,2.544588565826416,
1,61,,,,2.4926798343658447
1,61,,2.548548698425293,,
2,92,,,,2.454298496246338
2,92,,2.4808428287506104,,
3,99,,,2.4574966430664062,
3,123,,,,2.425630569458008
3,123,,2.4474925994873047,,
4,149,,,2.406412124633789,
4,154,,,,2.381260395050049
4,154,,2.4126715660095215,,
5,185,,,,2.2380995750427246
5,185,,2.3506171703338623,,
6,199,,,2.241406202316284,
6,216,,,,2.0973944664001465
6,216,,2.22106671333313,,
7,247,,,,1.9832361936569214
7,247,,2.0982489585876465,,
8,249,,,2.058215618133545,
8,278,,,,1.9078614711761475
8,278,,2.006103754043579,,
9,299,,,1.9322173595428467,
9,309,,,,1.8310579061508179
9,309,,1.932595133781433,,
10,340,,,,1.7738982439041138
10,340,,1.8674538135528564,,
11,349,,,1.8143879175186157,
11,371,,,,1.7287522554397583
11,371,,1.8119306564331055,,
12,399,,,1.7402310371398926,
12,402,,,,1.678938865661621
12,402,,1.7628345489501953,,
13,433,,,,1.6521151065826416
13,433,,1.720464825630188,,
14,449,,,1.695361852645874,
14,464,,,,1.6196274757385254
14,464,,1.684482216835022,,
15,495,,,,1.5901364088058472
15,495,,1.6497327089309692,,
16,499,,,1.6208763122558594,
16,526,,,,1.5714855194091797
16,526,,1.6184446811676025,,
17,549,,,1.5885746479034424,
17,557,,,,1.5447863340377808
17,557,,1.5919296741485596,,
18,588,,,,1.5329923629760742
18,588,,1.5639997720718384,,
19,599,,,1.5373104810714722,
19,619,,,,1.507866621017456
19,619,,1.5405917167663574,,
20,649,,,1.5231868028640747,
20,650,,,,1.4939895868301392
20,650,,1.5146352052688599,,
21,681,,,,1.4863630533218384
21,681,,1.4948499202728271,,
22,699,,,1.4702458381652832,
22,712,,,,1.4729690551757812
22,712,,1.472764015197754,,
23,743,,,,1.462619662284851
23,743,,1.4534465074539185,,
24,749,,,1.4190616607666016,
24,774,,,,1.4520612955093384
24,774,,1.4321372509002686,,
25,799,,,1.4261763095855713,
25,805,,,,1.4472177028656006
25,805,,1.4165918827056885,,
26,836,,,,1.4362972974777222
26,836,,1.3991297483444214,,
27,849,,,1.3836719989776611,
27,867,,,,1.4335817098617554
27,867,,1.3808106184005737,,
28,898,,,,1.4202708005905151
28,898,,1.3619965314865112,,
29,899,,,1.323636770248413,
29,929,,,,1.4226287603378296
29,929,,1.3442254066467285,,
30,949,,,1.341800570487976,
30,960,,,,1.4197819232940674
30,960,,1.3305397033691406,,
31,991,,,,1.4252856969833374
31,991,,1.3113298416137695,,
32,999,,,1.3015168905258179,
32,1022,,,,1.4107500314712524
32,1022,,1.2959548234939575,,
33,1049,,,1.3048033714294434,
33,1053,,,,1.4148616790771484
33,1053,,1.2822272777557373,,
34,1084,,,,1.4139506816864014
34,1084,,1.263002634048462,,
35,1099,,,1.2534408569335938,
35,1115,,,,1.4173228740692139
35,1115,,1.2477630376815796,,
36,1146,,,,1.4221413135528564
36,1146,,1.2351109981536865,,
37,1149,,,1.2046561241149902,
37,1177,,,,1.4205952882766724
37,1177,,1.216631531715393,,
38,1199,,,1.2102211713790894,
38,1208,,,,1.4230549335479736
38,1208,,1.1999766826629639,,
39,1239,,,,1.4312225580215454
39,1239,,1.184464931488037,,
40,1249,,,1.1802470684051514,
40,1270,,,,1.4386322498321533
40,1270,,1.1697546243667603,,
41,1299,,,1.1501500606536865,
41,1301,,,,1.4471683502197266
41,1301,,1.152061104774475,,
42,1332,,,,1.4490758180618286
42,1332,,1.1345516443252563,,
43,1349,,,1.099867582321167,
43,1363,,,,1.4611926078796387
43,1363,,1.1209619045257568,,
44,1394,,,,1.4638594388961792
44,1394,,1.1040408611297607,,
45,1399,,,1.0622364282608032,
45,1425,,,,1.4757802486419678
45,1425,,1.0881673097610474,,
46,1449,,,1.0889301300048828,
46,1456,,,,1.4832357168197632
46,1456,,1.0693193674087524,,
47,1487,,,,1.4910212755203247
47,1487,,1.0552595853805542,,
48,1488,1.4910212755203247,,,
