method,percent_removed,seed,best_val_acc,best_val_loss,test_acc
intrinsic_dimensionality_twonn,0,32,0.8513000011444092,0.547392725944519,0.8416000008583069
intrinsic_dimensionality_twonn,0,64,0.8428999781608582,0.5065121650695801,0.8271999955177307
intrinsic_dimensionality_twonn,0,128,0.8474000096321106,0.5172237157821655,0.8429999947547913
intrinsic_dimensionality_twonn,10,32,0.8536999821662903,0.5598053932189941,0.8460999727249146
intrinsic_dimensionality_twonn,10,64,0.8403000235557556,0.5131929516792297,0.8309000134468079
intrinsic_dimensionality_twonn,10,128,0.8398000001907349,0.5365301966667175,0.8270000219345093
intrinsic_dimensionality_twonn,20,32,0.8327999711036682,0.5301356911659241,0.8240000009536743
intrinsic_dimensionality_twonn,20,64,0.8274999856948853,0.5445476174354553,0.8206999897956848
intrinsic_dimensionality_twonn,20,128,0.83160001039505,0.54074627161026,0.8273000121116638
intrinsic_dimensionality_twonn,30,32,0.8050000071525574,0.6169366240501404,0.8033999800682068
intrinsic_dimensionality_twonn,30,64,0.8184999823570251,0.6535781621932983,0.8176000118255615
intrinsic_dimensionality_twonn,30,128,0.815500020980835,0.6097882986068726,0.8083999752998352
intrinsic_dimensionality_twonn,50,32,0.7545999884605408,0.8074015974998474,0.7437999844551086
intrinsic_dimensionality_twonn,50,64,0.7506999969482422,0.8291304707527161,0.7376999855041504
intrinsic_dimensionality_twonn,50,128,0.7626000046730042,0.7409083247184753,0.7468000054359436
intrinsic_dimensionality_twonn,70,32,0.6251000165939331,1.2382416725158691,0.590399980545044
intrinsic_dimensionality_twonn,70,64,0.6442999839782715,1.1633496284484863,0.5971999764442444
intrinsic_dimensionality_twonn,70,128,0.61080002784729,1.2653274536132812,0.5855000019073486
intrinsic_dimensionality_twonn,90,32,0.3174999952316284,2.59585952758789,0.31839999556541443
intrinsic_dimensionality_twonn,90,64,0.3445000052452087,2.8270626068115234,0.33169999718666077
intrinsic_dimensionality_twonn,90,128,0.333400011062622,2.806532382965088,0.3249000012874603
